N,P,K,temperature,humidity,rainfall,ph,soil_type,month,season,label
133,86,52,17.08,54.12,185.51,5.91,loamy,7,kharif,rice
100,34,104,13.2,30.35,149.97,6.68,clay,7,kharif,maize
99,111,126,19.67,81.16,161.44,5.63,loamy,11,rabi,rice
54,88,15,34.08,54.04,144.37,6.16,loamy,7,kharif,cotton
32,38,59,35.42,32.77,104.53,4.88,loamy,1,rabi,wheat
22,107,111,35.07,81.49,88.86,5.97,clay,11,rabi,wheat
24,106,131,25.02,50.68,104.22,6.43,sandy,3,zaid,maize
34,101,97,15.69,86.93,292.73,6.87,clay,4,zaid,maize
33,119,193,12.65,79.09,158.49,5.84,loamy,11,rabi,wheat
59,107,161,22.33,44.91,16.49,7.77,sandy,8,kharif,cotton
18,10,57,27.05,50.73,207.49,6.37,sandy,11,rabi,wheat
108,23,194,10.32,37.47,284.93,5.69,clay,7,kharif,rice
129,58,71,22.78,78.99,205.1,7.1,loamy,5,zaid,maize
71,84,187,39.24,55.55,69.27,7.84,clay,6,kharif,maize
37,82,176,16.36,39.9,205.16,8.13,clay,9,kharif,rice
14,76,17,35.73,68.19,17.21,8.03,clay,2,rabi,wheat
124,21,195,28.55,64.15,280.66,8.13,sandy,9,kharif,cotton
44,59,50,36.6,73.65,291.34,4.66,sandy,10,rabi,rice
98,84,67,32.99,90.11,212.47,7.3,loamy,4,zaid,rice
34,115,144,17.65,52.38,114.06,6.98,loamy,7,kharif,maize
50,74,117,18.64,31.24,238.9,7.73,sandy,10,rabi,wheat
70,20,95,31.93,45.57,148.44,8.36,sandy,9,kharif,maize
47,84,155,32.36,36.78,129.15,4.52,clay,12,rabi,wheat
13,29,130,14.11,73.66,294.62,7.42,clay,11,rabi,wheat
16,24,169,15.51,39.35,71.11,7.3,clay,7,kharif,maize
69,36,57,34.48,37.48,252.88,8.03,loamy,2,rabi,rice
68,140,5,21.1,52.62,267.67,4.96,sandy,2,rabi,wheat
48,143,113,27.54,50.6,240.95,7.38,loamy,1,rabi,wheat
115,118,104,29.8,31.6,175.22,7.31,clay,9,kharif,cotton
93,130,78,10.48,81.45,43.06,6.4,clay,3,zaid,maize
117,88,50,22.97,75.85,248.1,7.05,sandy,11,rabi,wheat
59,18,32,31.34,52.46,202.92,6.16,loamy,6,kharif,maize
74,70,197,12.02,94.74,211.55,6.32,clay,12,rabi,wheat
26,33,122,20.32,43.15,5.59,6.44,sandy,10,rabi,wheat
25,110,12,21.87,53.0,86.38,7.65,sandy,8,kharif,maize
49,85,144,16.77,80.65,79.86,7.03,clay,2,rabi,wheat
85,133,47,27.03,90.38,248.12,5.77,loamy,10,rabi,rice
139,31,131,35.96,62.45,102.54,5.34,clay,8,kharif,maize
69,52,35,30.6,51.33,260.46,5.13,loamy,10,rabi,rice
95,9,133,27.83,88.98,135.91,6.29,loamy,8,kharif,maize
34,116,174,31.18,41.33,56.67,6.82,loamy,4,zaid,maize
99,115,15,24.73,85.66,181.96,6.65,loamy,7,kharif,rice
125,48,91,29.12,30.71,197.96,5.8,loamy,10,rabi,rice
37,16,43,18.63,45.8,81.84,7.01,clay,4,zaid,maize
113,142,99,14.14,66.85,191.5,5.7,clay,9,kharif,rice
137,26,191,24.81,73.05,166.02,6.12,loamy,9,kharif,rice
84,29,44,34.56,42.87,36.22,8.11,loamy,11,rabi,wheat
114,21,141,39.17,68.26,221.98,5.11,sandy,9,kharif,rice
36,32,171,10.63,47.83,236.08,6.97,clay,5,zaid,maize
77,126,71,25.56,86.33,151.92,7.37,loamy,12,rabi,wheat
91,73,16,35.98,54.68,81.97,4.96,loamy,12,rabi,wheat
28,66,163,32.7,60.65,260.34,7.71,sandy,9,kharif,cotton
111,105,204,33.63,67.26,252.3,4.62,clay,1,rabi,cotton
126,77,126,36.97,82.83,183.81,4.91,clay,10,rabi,rice
35,43,109,39.57,57.76,165.72,4.51,sandy,4,zaid,maize
57,71,71,19.62,78.62,139.73,7.48,loamy,10,rabi,maize
92,41,159,36.15,49.71,0.96,6.52,loamy,12,rabi,wheat
40,25,24,12.32,37.3,291.21,6.1,loamy,3,zaid,maize
12,107,18,13.48,93.76,234.54,8.35,clay,3,zaid,rice
39,85,192,36.04,64.33,57.11,4.65,loamy,6,kharif,cotton
64,112,56,20.11,60.99,101.29,7.5,loamy,9,kharif,maize
133,76,201,36.81,64.54,102.39,4.63,loamy,5,zaid,maize
52,27,34,19.01,92.71,212.97,6.63,loamy,2,rabi,wheat
36,115,200,20.03,60.85,17.98,6.99,clay,7,kharif,maize
41,139,122,22.96,75.59,96.37,7.56,loamy,1,rabi,wheat
53,50,158,16.34,63.16,120.96,5.2,clay,1,rabi,wheat
133,71,137,14.35,65.57,172.7,7.18,sandy,6,kharif,maize
58,26,96,18.65,50.91,247.97,4.61,loamy,10,rabi,wheat
102,49,134,16.62,51.85,0.66,5.69,sandy,8,kharif,maize
90,93,166,14.99,52.53,273.39,8.07,clay,7,kharif,cotton
107,34,150,29.4,48.32,243.84,7.05,clay,5,zaid,maize
46,17,155,14.61,50.22,143.56,7.13,sandy,5,zaid,maize
103,63,90,22.34,41.57,238.94,4.5,loamy,12,rabi,wheat
70,92,70,28.38,68.38,23.27,5.78,loamy,11,rabi,maize
93,96,191,11.55,48.07,37.49,4.71,clay,9,kharif,wheat
138,56,159,27.59,35.58,232.37,5.99,loamy,11,rabi,rice
15,36,183,22.2,77.93,195.81,5.11,sandy,7,kharif,rice
126,66,95,38.59,58.71,298.7,5.28,loamy,2,rabi,wheat
115,113,104,18.09,41.98,139.38,5.44,sandy,5,zaid,maize
137,87,198,35.07,35.02,149.51,4.83,loamy,4,zaid,maize
128,14,133,20.4,92.36,74.14,5.69,clay,3,zaid,maize
123,59,194,19.86,39.75,282.6,6.38,loamy,5,zaid,maize
56,53,159,14.26,55.17,264.73,8.47,sandy,7,kharif,maize
68,42,188,19.25,57.9,197.92,5.71,loamy,7,kharif,maize
127,95,58,14.59,67.17,41.08,7.85,loamy,1,rabi,cotton
82,67,131,16.59,41.46,170.77,7.47,sandy,5,zaid,maize
38,83,157,23.44,71.74,78.22,6.68,sandy,3,zaid,maize
26,18,58,12.37,48.07,129.24,7.15,clay,12,rabi,wheat
94,35,193,31.38,65.01,14.04,6.32,loamy,6,kharif,maize
18,13,19,27.23,33.32,299.55,5.07,loamy,11,rabi,rice
40,51,126,25.0,48.27,44.65,6.86,loamy,7,kharif,cotton
57,103,42,23.94,79.29,53.33,6.06,clay,6,kharif,maize
74,29,91,21.51,65.03,23.96,5.33,loamy,7,kharif,maize
59,91,18,13.82,90.05,161.6,5.44,loamy,6,kharif,rice
94,10,153,26.07,48.9,267.38,4.68,clay,9,kharif,cotton
98,129,174,29.28,34.0,264.82,6.57,clay,11,rabi,wheat
34,30,86,34.77,75.98,102.39,7.55,sandy,6,kharif,maize
137,106,155,27.52,51.53,272.62,7.64,loamy,11,rabi,cotton
23,115,80,16.66,69.04,111.92,6.54,sandy,8,kharif,maize
134,34,72,20.85,94.7,178.77,7.06,loamy,8,kharif,maize
23,134,135,11.16,51.96,278.62,5.23,sandy,10,rabi,wheat
48,131,193,14.3,30.15,275.67,6.38,sandy,9,kharif,maize
22,103,58,32.38,62.86,2.52,5.25,sandy,5,zaid,maize
76,8,149,27.71,90.13,82.05,7.92,clay,3,zaid,maize
101,56,9,39.42,30.82,107.66,7.55,loamy,11,rabi,wheat
127,44,41,23.6,37.82,262.99,7.98,sandy,12,rabi,wheat
27,98,156,37.44,57.11,170.65,5.07,clay,3,zaid,maize
54,137,20,32.7,50.65,55.24,6.61,loamy,9,kharif,cotton
96,144,197,30.51,51.2,18.66,7.95,sandy,8,kharif,maize
24,9,38,33.34,59.34,194.56,6.49,clay,11,rabi,wheat
72,59,136,19.37,77.17,106.85,4.6,sandy,5,zaid,maize
17,79,198,16.29,78.07,62.19,8.08,loamy,5,zaid,maize
105,55,170,24.47,92.15,219.02,7.98,clay,9,kharif,rice
124,136,150,19.05,77.9,146.67,5.69,loamy,3,zaid,maize
61,144,38,32.39,79.75,177.98,5.98,sandy,4,zaid,maize
45,24,111,29.33,87.87,230.09,5.74,clay,2,rabi,rice
42,142,132,23.96,74.5,117.29,8.36,clay,9,kharif,maize
43,93,70,32.13,40.15,124.82,8.41,sandy,11,rabi,wheat
30,54,54,12.3,36.32,194.15,6.78,sandy,6,kharif,maize
94,90,57,23.22,42.58,216.39,4.96,loamy,9,kharif,rice
79,118,59,23.07,89.12,25.36,6.2,loamy,11,rabi,wheat
92,78,191,31.73,76.21,7.72,5.61,clay,5,zaid,maize
62,57,166,30.28,39.27,82.22,6.67,clay,4,zaid,maize
48,137,150,23.02,66.13,170.67,5.31,sandy,2,rabi,maize
26,91,11,11.15,70.58,64.8,5.82,clay,3,zaid,maize
69,51,30,13.64,68.85,100.71,4.84,loamy,6,kharif,maize
97,138,10,31.37,32.09,56.35,5.7,clay,11,rabi,maize
134,126,52,33.37,62.33,295.3,6.91,clay,2,rabi,cotton
27,33,88,19.46,75.12,123.06,7.57,clay,4,zaid,maize
74,23,18,35.48,56.12,228.96,4.98,sandy,5,zaid,maize
100,13,46,29.25,49.49,1.59,5.49,sandy,7,kharif,rice
95,63,176,33.31,53.33,206.31,5.8,loamy,9,kharif,rice
89,39,116,23.94,94.92,112.63,7.17,loamy,3,zaid,maize
59,107,7,22.33,54.63,259.63,6.53,sandy,11,rabi,wheat
111,57,154,37.16,37.75,6.96,7.35,sandy,11,rabi,wheat
61,136,29,39.52,77.77,279.56,7.24,clay,5,zaid,maize
87,30,81,30.66,81.29,198.35,6.55,loamy,5,zaid,maize
25,82,89,13.72,58.17,209.91,6.61,loamy,2,rabi,wheat
47,122,135,28.22,48.93,15.61,6.23,sandy,1,rabi,wheat
91,135,22,10.48,93.58,184.47,4.77,sandy,7,kharif,rice
35,131,181,33.3,94.67,299.46,6.92,sandy,10,rabi,rice
125,80,26,29.57,35.67,174.6,5.16,sandy,7,kharif,rice
76,18,7,19.42,49.61,95.92,7.27,loamy,8,kharif,maize
33,11,138,22.41,74.05,38.05,4.98,sandy,5,zaid,maize
124,108,178,15.01,65.98,17.26,8.32,loamy,9,kharif,cotton
107,26,158,33.36,87.98,79.56,6.34,sandy,11,rabi,wheat
28,80,23,32.65,48.29,119.2,5.54,sandy,11,rabi,maize
102,109,134,18.87,53.78,166.18,6.58,sandy,3,zaid,maize
103,98,102,16.63,55.66,230.41,5.93,sandy,2,rabi,wheat
131,81,193,31.45,80.67,266.61,6.86,sandy,3,zaid,maize
46,54,91,12.75,49.64,218.42,5.98,sandy,4,zaid,maize
56,20,47,27.07,32.86,139.71,5.62,loamy,5,zaid,maize
57,17,121,23.98,60.02,97.7,5.84,loamy,9,kharif,maize
136,113,23,36.31,74.53,271.14,5.54,sandy,5,zaid,maize
118,62,5,39.04,32.08,129.48,6.69,loamy,7,kharif,cotton
38,68,166,11.29,54.12,105.22,4.58,clay,10,rabi,wheat
101,65,96,32.33,51.58,157.42,6.49,clay,5,zaid,cotton
61,60,195,14.56,33.55,126.4,5.52,loamy,9,kharif,maize
83,97,100,35.96,82.82,268.27,4.55,clay,1,rabi,wheat
92,119,198,22.55,64.16,141.71,6.19,loamy,8,kharif,maize
84,9,23,14.81,78.06,111.51,6.59,loamy,6,kharif,maize
64,46,112,28.92,75.36,36.15,6.03,sandy,10,rabi,maize
34,28,50,36.18,55.08,76.85,6.2,clay,9,kharif,cotton
42,39,161,19.21,70.57,237.67,4.85,loamy,3,zaid,maize
15,93,123,21.78,37.61,233.39,5.25,clay,2,rabi,rice
61,62,18,31.01,90.28,70.65,6.72,clay,1,rabi,maize
21,14,159,14.34,83.82,266.87,4.92,clay,2,rabi,wheat
40,95,18,20.02,58.55,171.42,5.22,clay,1,rabi,wheat
10,50,154,30.61,47.85,187.17,6.84,clay,10,rabi,wheat
96,101,55,17.65,55.08,91.99,4.89,clay,7,kharif,cotton
79,95,41,32.96,92.29,207.48,5.1,clay,3,zaid,rice
116,13,173,28.39,52.02,291.38,5.51,clay,7,kharif,rice
14,34,111,18.25,36.5,23.6,6.49,clay,9,kharif,maize
68,39,28,33.82,63.34,114.18,6.12,sandy,9,kharif,maize
62,60,191,10.26,46.07,242.08,5.29,clay,2,rabi,wheat
136,83,154,12.59,86.32,290.12,6.89,clay,8,kharif,rice
33,134,185,12.35,35.75,70.08,6.51,clay,2,rabi,wheat
106,100,54,35.1,39.67,156.32,4.94,sandy,12,rabi,wheat
56,21,37,36.54,55.47,284.27,7.05,loamy,10,rabi,wheat
71,82,203,20.6,36.6,40.76,7.25,loamy,6,kharif,maize
92,29,87,33.41,51.32,235.36,7.76,loamy,2,rabi,wheat
58,21,104,36.57,73.61,172.65,6.02,sandy,7,kharif,rice
76,109,67,23.44,92.84,99.56,8.19,clay,3,zaid,maize
80,13,144,33.28,52.67,190.36,4.72,sandy,10,rabi,wheat
126,86,116,30.94,65.92,120.76,5.97,clay,5,zaid,maize
76,48,41,11.66,82.81,214.9,6.72,loamy,1,rabi,wheat
45,29,28,37.7,45.66,107.16,6.58,loamy,3,zaid,maize
27,141,13,28.01,76.49,14.11,5.62,clay,7,kharif,rice
137,39,120,25.86,85.02,27.93,6.88,loamy,6,kharif,rice
15,24,43,14.36,38.8,70.44,4.66,clay,5,zaid,maize
62,23,183,38.71,58.53,122.17,5.47,clay,7,kharif,maize
133,35,52,25.14,53.85,104.06,7.82,clay,6,kharif,maize
70,76,161,15.0,69.99,176.73,6.43,sandy,10,rabi,wheat
139,29,19,16.87,68.97,273.19,4.93,clay,10,rabi,wheat
92,127,87,16.74,47.48,10.58,6.78,sandy,4,zaid,maize
110,140,113,33.47,52.54,136.07,5.53,loamy,4,zaid,maize
90,18,190,37.01,64.81,280.93,5.98,loamy,7,kharif,maize
93,80,139,39.08,70.75,218.76,5.51,clay,4,zaid,maize
84,116,113,21.75,31.25,141.14,6.54,sandy,12,rabi,maize
64,6,50,31.78,44.81,97.7,5.41,loamy,11,rabi,wheat
53,27,159,37.38,53.92,52.58,6.42,loamy,5,zaid,maize
123,123,13,34.18,70.66,106.22,6.82,clay,2,rabi,rice
81,77,117,21.82,56.6,261.46,6.13,loamy,8,kharif,maize
77,22,136,30.02,35.84,133.3,4.96,clay,12,rabi,maize
93,8,128,27.47,43.12,5.19,5.94,clay,5,zaid,maize
102,8,25,27.68,33.94,87.26,8.16,clay,7,kharif,cotton
137,46,142,37.41,59.1,177.26,7.05,clay,10,rabi,wheat
129,114,183,13.57,45.53,22.61,5.31,clay,11,rabi,wheat
33,80,34,16.54,34.39,179.56,7.07,loamy,9,kharif,maize
59,138,150,31.83,75.0,203.72,7.03,loamy,4,zaid,maize
131,78,124,24.41,58.45,43.72,6.68,clay,6,kharif,maize
75,41,198,25.25,89.25,177.86,7.21,loamy,9,kharif,rice
96,73,156,16.28,78.4,146.34,6.21,sandy,4,zaid,maize
28,113,192,21.61,55.91,21.94,8.07,loamy,1,rabi,wheat
73,121,16,26.67,70.51,2.45,4.84,sandy,5,zaid,maize
99,129,40,15.95,78.35,72.3,7.42,loamy,8,kharif,maize
77,90,31,13.67,93.54,221.87,8.11,clay,8,kharif,maize
102,138,74,17.57,85.43,249.67,7.15,loamy,6,kharif,rice
109,130,204,34.03,89.98,273.39,7.11,loamy,12,rabi,wheat
48,77,87,32.88,42.14,236.19,4.52,loamy,12,rabi,wheat
134,104,183,34.65,47.77,142.44,5.03,clay,8,kharif,cotton
46,106,200,31.44,38.49,42.03,8.42,sandy,2,rabi,wheat
15,137,153,36.03,59.88,162.26,4.64,loamy,6,kharif,maize
139,35,111,28.2,82.27,105.58,6.79,clay,5,zaid,maize
59,82,171,28.66,66.34,27.93,5.72,clay,12,rabi,maize
117,35,160,14.51,82.99,86.9,6.82,clay,11,rabi,wheat
138,101,36,34.01,51.33,44.95,7.43,clay,1,rabi,wheat
106,39,28,29.38,62.12,234.43,7.22,sandy,7,kharif,maize
43,123,137,30.24,49.76,9.51,7.52,clay,4,zaid,maize
59,121,92,15.12,55.88,254.37,5.37,sandy,5,zaid,maize
94,109,139,16.95,57.24,80.65,4.74,clay,4,zaid,maize
138,10,123,32.83,45.67,261.97,7.63,clay,8,kharif,cotton
17,59,141,17.48,56.79,40.04,8.11,sandy,8,kharif,maize
86,91,158,35.05,31.63,84.41,7.45,sandy,1,rabi,wheat
77,106,8,29.25,63.96,179.84,5.6,loamy,11,rabi,maize
43,92,34,24.86,57.13,175.04,8.23,sandy,12,rabi,maize
139,104,85,29.03,37.12,147.5,7.83,sandy,1,rabi,maize
46,37,11,22.77,55.24,89.51,4.65,loamy,12,rabi,wheat
130,21,109,17.86,54.91,269.41,5.86,clay,3,zaid,maize
32,87,8,26.87,48.39,277.85,7.07,sandy,4,zaid,maize
120,69,147,16.06,30.25,144.91,6.72,loamy,12,rabi,wheat
22,25,121,29.89,57.28,25.27,6.65,clay,11,rabi,wheat
91,127,157,31.92,33.03,197.77,6.24,clay,9,kharif,rice
21,66,139,24.59,72.95,2.53,5.47,sandy,4,zaid,maize
78,142,150,20.77,82.31,67.1,4.53,sandy,11,rabi,wheat
58,103,75,16.01,81.64,202.72,8.35,clay,1,rabi,wheat
126,141,12,33.09,49.15,174.26,7.6,clay,6,kharif,cotton
106,40,162,33.44,67.39,104.74,7.31,clay,12,rabi,wheat
114,48,132,15.21,54.39,255.17,7.83,loamy,9,kharif,cotton
118,74,130,20.39,54.47,70.29,5.0,loamy,9,kharif,cotton
105,131,66,24.27,70.09,100.93,6.1,loamy,2,rabi,wheat
112,47,78,21.11,50.78,261.72,6.73,sandy,7,kharif,rice
17,26,191,39.23,74.41,143.86,5.8,clay,11,rabi,maize
138,87,31,34.83,31.77,191.76,7.56,sandy,11,rabi,wheat
91,78,30,25.1,30.2,181.92,7.25,clay,10,rabi,wheat
47,39,20,12.63,77.52,4.12,4.88,clay,7,kharif,rice
84,48,44,16.85,86.85,119.12,7.5,loamy,7,kharif,maize
77,38,55,34.37,80.43,13.18,6.46,loamy,4,zaid,maize
80,78,24,28.07,70.74,121.55,6.8,clay,2,rabi,maize
35,114,35,13.02,78.99,74.06,8.2,clay,6,kharif,maize
117,74,146,38.06,68.01,232.09,6.16,loamy,10,rabi,cotton
103,91,103,24.1,57.52,181.16,8.07,loamy,8,kharif,rice
94,17,197,30.57,55.0,45.23,7.97,loamy,11,rabi,wheat
96,48,204,26.84,63.93,197.27,6.0,sandy,1,rabi,maize
59,33,66,33.9,79.67,127.4,5.72,sandy,6,kharif,maize
33,57,22,24.32,40.34,71.11,7.72,loamy,4,zaid,cotton
60,9,108,25.85,75.31,69.99,5.12,sandy,1,rabi,maize
22,136,8,13.99,41.98,38.63,5.52,clay,1,rabi,wheat
38,100,122,35.39,51.1,129.73,4.68,loamy,1,rabi,wheat
113,129,13,23.85,93.44,277.94,7.63,sandy,10,rabi,rice
120,115,159,23.16,64.34,29.15,6.15,sandy,10,rabi,maize
100,114,64,14.21,67.0,124.12,8.31,clay,3,zaid,maize
79,78,159,32.53,86.5,26.71,8.15,sandy,2,rabi,wheat
93,44,111,25.99,46.7,120.27,7.93,loamy,11,rabi,cotton
103,115,56,18.59,47.01,214.54,7.48,clay,12,rabi,wheat
120,115,202,32.4,31.25,139.22,7.52,clay,4,zaid,maize
99,125,125,36.71,94.71,184.09,7.62,clay,10,rabi,wheat
95,124,147,14.59,60.55,182.51,5.07,clay,2,rabi,wheat
79,49,183,26.07,42.22,118.48,6.7,clay,10,rabi,wheat
94,108,20,18.4,74.82,197.88,4.68,loamy,3,zaid,maize
130,35,154,36.81,75.84,33.37,6.09,loamy,1,rabi,wheat
61,35,186,35.43,34.19,18.67,6.99,loamy,8,kharif,maize
132,127,152,12.59,37.59,291.47,4.69,clay,8,kharif,rice
84,82,53,34.68,50.39,141.69,5.61,clay,3,zaid,maize
120,108,80,15.97,35.9,231.38,7.87,clay,4,zaid,maize
46,10,29,24.63,66.5,7.2,5.06,clay,7,kharif,rice
91,52,110,32.61,77.33,199.13,4.87,sandy,8,kharif,rice
51,71,54,27.54,51.67,45.53,5.5,loamy,5,zaid,maize
55,137,153,21.27,37.7,131.58,5.88,sandy,2,rabi,maize
107,140,201,27.36,39.64,27.03,8.32,clay,5,zaid,maize
101,29,153,22.84,40.12,208.24,8.25,clay,9,kharif,cotton
138,59,96,22.25,83.56,154.24,5.23,loamy,2,rabi,rice
40,123,129,16.71,90.73,200.27,6.34,loamy,2,rabi,wheat
64,63,9,33.53,83.41,183.49,7.76,sandy,5,zaid,maize
79,81,135,11.44,88.43,239.93,7.05,loamy,7,kharif,rice
51,92,85,21.31,53.13,139.23,8.2,clay,4,zaid,maize
58,57,66,35.12,81.87,15.13,6.52,clay,3,zaid,rice
98,103,195,33.35,84.17,81.72,7.87,sandy,10,rabi,cotton
13,21,188,20.81,31.79,242.55,8.39,clay,2,rabi,wheat
93,136,17,16.25,32.61,137.33,6.78,loamy,11,rabi,wheat
63,121,34,26.13,70.97,60.45,8.31,sandy,5,zaid,maize
42,22,104,31.11,52.36,160.84,6.94,loamy,8,kharif,cotton
59,116,85,20.14,67.32,294.08,6.59,loamy,6,kharif,cotton
121,67,93,33.19,59.99,252.49,8.19,loamy,5,zaid,cotton
40,100,184,15.51,51.68,115.72,7.34,loamy,10,rabi,wheat
70,45,110,13.54,68.94,107.16,6.12,clay,4,zaid,maize
54,34,167,12.27,31.72,220.29,7.56,clay,9,kharif,maize
124,32,41,14.74,85.31,46.59,7.35,clay,7,kharif,cotton
135,72,41,39.49,57.07,123.89,5.03,sandy,8,kharif,maize
85,126,156,18.21,79.07,1.04,4.82,clay,10,rabi,wheat
33,24,109,38.04,78.05,268.09,4.83,clay,8,kharif,rice
30,37,20,26.32,76.15,239.28,5.8,loamy,9,kharif,rice
44,138,63,39.05,91.9,0.49,7.34,loamy,9,kharif,rice
139,99,160,16.54,31.73,31.03,5.52,clay,5,zaid,maize
97,34,175,37.28,44.04,297.72,7.49,loamy,1,rabi,wheat
97,113,199,34.63,78.74,84.74,7.4,sandy,1,rabi,wheat
133,36,20,24.49,33.44,10.11,7.53,clay,3,zaid,maize
59,47,157,11.36,80.77,224.34,7.4,loamy,11,rabi,wheat
35,86,124,19.64,81.78,257.04,4.54,clay,9,kharif,rice
57,117,169,19.87,85.07,18.4,7.4,sandy,1,rabi,wheat
107,24,200,20.51,32.1,59.66,5.36,clay,1,rabi,wheat
57,118,151,31.53,73.86,13.72,7.92,clay,1,rabi,maize
57,60,115,36.58,55.04,179.19,7.57,clay,6,kharif,cotton
58,102,16,31.16,38.42,24.09,5.97,sandy,8,kharif,maize
113,54,195,18.37,90.05,113.47,5.73,clay,1,rabi,rice
66,7,162,30.73,37.36,95.07,7.48,clay,9,kharif,maize
34,93,139,36.29,82.96,174.33,4.95,sandy,6,kharif,rice
50,46,82,15.62,67.35,80.84,5.73,loamy,4,zaid,maize
36,138,95,18.07,64.57,242.31,8.45,loamy,3,zaid,maize
126,25,177,20.17,54.54,15.19,5.45,loamy,1,rabi,wheat
139,129,70,20.72,37.32,40.31,7.54,loamy,3,zaid,maize
104,91,38,24.03,74.08,70.45,6.73,sandy,12,rabi,wheat
103,39,171,22.85,43.5,123.44,8.31,clay,5,zaid,maize
116,141,92,13.82,87.79,86.72,7.05,sandy,5,zaid,maize
59,38,39,28.78,94.68,179.23,4.52,clay,4,zaid,maize
93,104,130,13.11,86.31,256.94,7.55,clay,10,rabi,wheat
97,88,155,30.61,70.78,70.87,5.41,sandy,8,kharif,maize
56,137,115,31.45,48.68,273.07,4.51,sandy,5,zaid,maize
112,79,113,34.17,87.26,46.14,7.59,clay,1,rabi,rice
132,68,129,11.12,49.63,9.73,7.85,loamy,10,rabi,wheat
54,63,123,27.89,79.03,90.72,8.47,loamy,8,kharif,maize
127,31,81,14.12,57.36,85.47,5.03,clay,7,kharif,maize
13,62,166,17.15,71.77,172.08,4.56,clay,5,zaid,maize
95,104,197,16.37,93.84,34.33,6.71,clay,5,zaid,wheat
48,7,151,38.14,60.9,241.32,5.56,clay,5,zaid,maize
95,18,53,15.1,59.14,192.04,8.01,clay,1,rabi,wheat
100,43,145,32.0,68.35,83.99,4.79,sandy,7,kharif,maize
21,35,132,35.57,54.23,73.94,7.66,clay,3,zaid,maize
130,141,38,19.73,71.61,258.13,5.33,clay,8,kharif,rice
134,100,162,12.31,83.0,289.2,7.93,clay,5,zaid,maize
54,37,106,37.8,47.13,245.68,4.83,loamy,8,kharif,rice
15,20,172,30.75,46.05,98.49,5.67,loamy,9,kharif,maize
51,46,43,21.02,54.79,103.07,6.36,clay,9,kharif,maize
37,118,59,25.39,58.4,4.08,7.86,clay,1,rabi,cotton
58,29,41,14.07,49.41,164.22,6.88,sandy,3,zaid,maize
90,139,5,29.38,44.8,266.39,8.37,sandy,11,rabi,wheat
20,103,74,27.73,71.08,299.95,4.76,sandy,7,kharif,maize
50,13,165,17.15,81.25,139.08,8.08,sandy,8,kharif,maize
60,144,34,13.64,89.1,64.82,8.49,sandy,6,kharif,maize
113,99,6,21.76,43.68,166.4,8.38,clay,5,zaid,rice
76,116,136,39.78,58.85,94.78,5.61,clay,4,zaid,maize
63,52,144,21.91,81.69,188.11,5.85,loamy,3,zaid,maize
29,56,132,11.52,36.38,150.3,6.73,loamy,1,rabi,wheat
49,52,21,17.71,46.81,141.83,6.92,clay,12,rabi,wheat
41,119,18,35.56,71.64,176.66,8.0,sandy,12,rabi,wheat
139,49,186,13.24,57.14,94.94,7.39,clay,12,rabi,wheat
84,123,135,16.76,32.81,264.05,7.93,sandy,12,rabi,wheat
52,28,7,27.44,59.68,121.64,5.66,loamy,7,kharif,maize
118,69,62,19.84,72.49,3.48,7.9,sandy,5,zaid,maize
58,131,111,18.92,94.44,42.46,5.54,sandy,2,rabi,wheat
95,111,99,28.38,31.1,150.02,4.63,sandy,11,rabi,maize
29,23,48,38.05,67.21,287.27,8.4,sandy,1,rabi,wheat
69,48,115,28.27,83.38,268.21,5.56,sandy,9,kharif,maize
73,22,51,29.83,42.57,211.12,7.44,loamy,7,kharif,maize
27,96,179,25.24,32.97,37.0,5.67,clay,10,rabi,wheat
12,44,198,26.65,54.64,106.0,8.29,loamy,12,rabi,wheat
30,7,73,32.17,75.36,170.15,5.87,clay,8,kharif,rice
79,81,83,14.06,39.76,201.13,5.4,sandy,7,kharif,rice
129,29,12,24.05,84.89,164.33,5.68,clay,8,kharif,rice
32,23,77,16.44,34.48,254.01,7.99,loamy,3,zaid,maize
74,92,68,22.18,73.33,239.94,5.44,loamy,7,kharif,rice
69,96,8,33.3,50.47,64.25,4.9,sandy,9,kharif,maize
40,91,51,25.7,80.25,43.59,4.62,clay,11,rabi,rice
125,11,183,39.17,78.15,209.46,5.08,clay,9,kharif,rice
84,30,144,30.76,56.43,4.57,5.8,sandy,4,zaid,maize
126,80,162,23.09,89.63,169.75,7.22,loamy,1,rabi,wheat
99,85,93,25.7,75.51,76.96,7.07,clay,7,kharif,maize
36,114,44,26.18,74.4,42.82,5.02,loamy,9,kharif,rice
43,15,181,12.12,60.76,249.85,6.74,loamy,2,rabi,wheat
23,36,188,15.79,89.84,229.78,7.92,sandy,1,rabi,wheat
48,49,73,38.32,76.33,229.88,6.69,sandy,9,kharif,rice
29,108,15,31.21,32.37,126.66,8.05,sandy,5,zaid,maize
71,113,22,14.18,31.14,128.61,4.69,clay,11,rabi,wheat
136,51,73,32.98,77.96,253.49,7.83,clay,1,rabi,rice
28,28,177,35.07,51.81,97.42,4.54,loamy,6,kharif,maize
104,46,184,36.61,82.43,59.92,7.83,loamy,3,zaid,maize
107,125,131,22.45,68.85,33.77,6.21,loamy,5,zaid,maize
21,51,118,29.55,60.27,59.19,7.56,sandy,6,kharif,cotton
122,60,16,16.4,61.46,130.87,8.34,sandy,2,rabi,cotton
